customer_name,customer_segment,region,state,city,product_name,category,sub_category,order_date,order_month,order_year,ship_date,ship_month,ship_year,delivery_time_in_days,ship_mode,sales,quantity,discount,discount_amount,cost,profit
Ross DeVincentis,Home Office,South,Kentucky,Richmond,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,2014-10-31,10,2014,2014-11-02,11,2014,2,First Class,33.94,1,0.0,0.0,24.78,9.1638
Ross DeVincentis,Home Office,South,Kentucky,Richmond,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,2014-10-31,10,2014,2014-11-02,11,2014,2,First Class,30.0,8,0.0,0.0,15.6,14.4
Maria Etezadi,Home Office,Central,Illinois,Chicago,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,2013-03-30,3,2013,2013-04-03,4,2013,4,Second Class,45.528,3,0.2,9.11,29.59,15.9348
Maria Etezadi,Home Office,Central,Illinois,Chicago,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,2013-03-30,3,2013,2013-04-03,4,2013,4,Second Class,844.116,6,0.3,253.23,880.29,-36.1764
Maria Etezadi,Home Office,Central,Illinois,Chicago,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,2013-03-30,3,2013,2013-04-03,4,2013,4,Second Class,812.736,8,0.2,162.55,751.78,60.9552
Frank Hawley,Corporate,East,Pennsylvania,Philadelphia,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,2014-11-24,11,2014,2014-11-27,11,2014,3,Second Class,7.476,1,0.7,5.23,13.46,-5.9808
Patrick O'Donnell,Consumer,West,California,Los Angeles,Economy Rollaway Files,Office Supplies,Storage,2011-03-23,3,2011,2011-03-26,3,2011,3,Second Class,330.4,2,0.0,0.0,244.5,85.904
Patrick O'Donnell,Consumer,West,California,Los Angeles,Ooma Telo VoIP Home Phone System,Technology,Phones,2011-03-23,3,2011,2011-03-26,3,2011,3,Second Class,604.752,6,0.2,120.95,566.95,37.797
Clay Cheatham,Consumer,West,California,Los Angeles,Xerox 1905,Office Supplies,Paper,2014-12-02,12,2014,2014-12-06,12,2014,4,Standard Class,45.36,7,0.0,0.0,23.59,21.7728
Clay Cheatham,Consumer,West,California,Los Angeles,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,2014-12-02,12,2014,2014-12-06,12,2014,4,Standard Class,10.128,2,0.2,2.03,6.46,3.6714
Tony Sayre,Consumer,West,California,San Francisco,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,2014-11-08,11,2014,2014-11-13,11,2014,5,Standard Class,21.792,4,0.2,4.36,14.16,7.6272
Tony Sayre,Consumer,West,California,San Francisco,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,2014-11-08,11,2014,2014-11-13,11,2014,5,Standard Class,439.8,4,0.0,0.0,294.67,145.134
Maribeth Dona,Consumer,East,Ohio,Akron,DIXON Oriole Pencils,Office Supplies,Art,2014-09-05,9,2014,2014-09-10,9,2014,5,Second Class,8.256,4,0.2,1.65,7.64,0.6192
Maribeth Dona,Consumer,East,Ohio,Akron,GBC Recycled VeloBinder Covers,Office Supplies,Binders,2014-09-05,9,2014,2014-09-10,9,2014,5,Second Class,25.56,5,0.7,17.89,46.01,-20.448
Maribeth Dona,Consumer,East,Ohio,Akron,Wilson Jones Active Use Binders,Office Supplies,Binders,2014-09-05,9,2014,2014-09-10,9,2014,5,Second Class,4.368,2,0.7,3.06,7.43,-3.0576
Maribeth Dona,Consumer,East,Ohio,Akron,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,2014-09-05,9,2014,2014-09-10,9,2014,5,Second Class,11.52,4,0.2,2.3,7.78,3.744
Guy Thornton,Consumer,West,California,Los Angeles,Xerox 200,Office Supplies,Paper,2013-07-04,7,2013,2013-07-07,7,2013,3,First Class,12.96,2,0.0,0.0,6.74,6.2208
Guy Thornton,Consumer,West,California,Los Angeles,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,2013-07-04,7,2013,2013-07-07,7,2013,3,First Class,3.96,2,0.0,0.0,3.88,0.0792
Robert Dilbeck,Home Office,Central,Missouri,Independence,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,2014-09-08,9,2014,2014-09-15,9,2014,7,Standard Class,1577.94,3,0.0,0.0,820.53,757.4112
Daniel Byrd,Home Office,Central,Texas,Dallas,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,2013-09-10,9,2013,2013-09-15,9,2013,5,Second Class,15.008,4,0.6,9.0,27.01,-12.0064
Jim Kriz,Home Office,West,Washington,Seattle,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,2014-07-04,7,2014,2014-07-04,7,2014,0,Same Day,59.98,2,0.0,0.0,33.59,26.3912
Jim Kriz,Home Office,West,Washington,Seattle,Okidata MB491 Multifunction Printer,Technology,Machines,2014-07-04,7,2014,2014-07-04,7,2014,0,Same Day,2395.2,6,0.2,479.04,2185.62,209.58
Jim Kriz,Home Office,West,Washington,Seattle,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,2014-07-04,7,2014,2014-07-04,7,2014,0,Same Day,1687.8,4,0.0,0.0,945.17,742.632
Jim Kriz,Home Office,West,Washington,Seattle,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,2014-07-04,7,2014,2014-07-04,7,2014,0,Same Day,7.992,1,0.2,1.6,5.29,2.6973
Fred Chung,Corporate,Central,Texas,Mesquite,Xerox 218,Office Supplies,Paper,2014-06-30,6,2014,2014-07-05,7,2014,5,Standard Class,5.184,1,0.2,1.04,3.37,1.8144
Joni Wasserman,Consumer,East,New York,Long Beach,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,2014-08-08,8,2014,2014-08-13,8,2014,5,Standard Class,11.68,2,0.0,0.0,6.19,5.4896
Joni Wasserman,Consumer,East,New York,Long Beach,Staples,Office Supplies,Art,2014-08-08,8,2014,2014-08-13,8,2014,5,Standard Class,104.8,10,0.0,0.0,78.6,26.2
Dan Campbell,Consumer,South,Florida,North Miami,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper,2012-03-19,3,2012,2012-03-24,3,2012,5,Standard Class,14.496,3,0.2,2.9,9.6,4.8924
Frank Merwin,Home Office,West,California,Bakersfield,Avery Hanging File Binders,Office Supplies,Binders,2013-06-08,6,2013,2013-06-12,6,2013,4,Standard Class,4.784,1,0.2,0.96,3.23,1.5548
Frank Merwin,Home Office,West,California,Bakersfield,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,2013-06-08,6,2013,2013-06-12,6,2013,4,Standard Class,4.73,1,0.0,0.0,2.41,2.3177
Meg Tillman,Consumer,South,Mississippi,Jackson,Akro Stacking Bins,Office Supplies,Storage,2013-07-26,7,2013,2013-07-30,7,2013,4,Standard Class,7.89,1,0.0,0.0,7.57,0.3156
Meg Tillman,Consumer,South,Mississippi,Jackson,Advantus Motivational Note Cards,Office Supplies,Paper,2013-07-26,7,2013,2013-07-30,7,2013,4,Standard Class,65.5,5,0.0,0.0,33.4,32.095
Meg Tillman,Consumer,South,Mississippi,Jackson,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,2013-07-26,7,2013,2013-07-30,7,2013,4,Standard Class,2430.08,8,0.0,0.0,2041.27,388.8128
Dave Kipp,Consumer,Central,Nebraska,Fremont,Xerox 1915,Office Supplies,Paper,2014-10-02,10,2014,2014-10-08,10,2014,6,Standard Class,104.85,1,0.0,0.0,54.52,50.328
Keith Dawkins,Corporate,Central,Michigan,Jackson,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2012-12-10,12,2012,2012-12-16,12,2012,6,Standard Class,3.9,2,0.0,0.0,2.38,1.521
Keith Dawkins,Corporate,Central,Michigan,Jackson,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,2012-12-10,12,2012,2012-12-16,12,2012,6,Standard Class,801.96,2,0.0,0.0,601.47,200.49
Keith Dawkins,Corporate,Central,Michigan,Jackson,Global Super Steno Chair,Furniture,Chairs,2012-12-10,12,2012,2012-12-16,12,2012,6,Standard Class,191.96,2,0.0,0.0,159.33,32.6332
Keith Dawkins,Corporate,Central,Michigan,Jackson,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,2012-12-10,12,2012,2012-12-16,12,2012,6,Standard Class,2.61,1,0.0,0.0,1.41,1.2006
Aleksandra Gannaway,Corporate,West,California,San Francisco,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,2014-09-04,9,2014,2014-09-09,9,2014,5,Standard Class,5.96,2,0.0,0.0,4.29,1.6688
Mick Hernandez,Home Office,East,Ohio,Lancaster,Apple iPhone 5,Technology,Phones,2014-09-25,9,2014,2014-09-29,9,2014,4,Standard Class,1169.694,3,0.4,467.88,1423.13,-253.4337
Amy Cox,Consumer,South,Louisiana,Lafayette,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,2014-12-20,12,2014,2014-12-22,12,2014,2,First Class,1665.62,2,0.0,0.0,1632.31,33.3124
Frank Merwin,Home Office,South,Kentucky,Richmond,Avery Durable Binders,Office Supplies,Binders,2014-11-25,11,2014,2014-12-01,12,2014,6,Standard Class,2.88,1,0.0,0.0,1.47,1.4112
Frank Merwin,Home Office,South,Kentucky,Richmond,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage,2014-11-25,11,2014,2014-12-01,12,2014,6,Standard Class,1443.96,12,0.0,0.0,1068.53,375.4296
Ralph Arnett,Consumer,Central,Texas,Houston,Acme Value Line Scissors,Office Supplies,Supplies,2011-12-13,12,2011,2011-12-15,12,2011,2,Second Class,2.92,1,0.2,0.58,2.55,0.365
James Galang,Consumer,East,New York,New York City,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,2013-12-06,12,2013,2013-12-08,12,2013,2,Second Class,465.18,3,0.0,0.0,344.23,120.9468
Nick Zandusky,Home Office,East,Ohio,Toledo,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,2013-09-12,9,2013,2013-09-18,9,2013,6,Standard Class,22.428,3,0.7,15.7,40.37,-17.9424
Nick Zandusky,Home Office,East,Ohio,Toledo,Staples,Office Supplies,Storage,2013-09-12,9,2013,2013-09-18,9,2013,6,Standard Class,37.52,5,0.2,7.5,33.77,3.752
Kalyca Meade,Corporate,East,Pennsylvania,Philadelphia,Crayola Colored Pencils,Office Supplies,Art,2014-12-10,12,2014,2014-12-16,12,2014,6,Standard Class,2.624,1,0.2,0.52,2.2,0.4264
Logan Currie,Consumer,East,Pennsylvania,Philadelphia,Xerox 210,Office Supplies,Paper,2011-09-09,9,2011,2011-09-14,9,2011,5,Second Class,15.552,3,0.2,3.11,10.11,5.4432
Logan Currie,Consumer,East,Pennsylvania,Philadelphia,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,2011-09-09,9,2011,2011-09-14,9,2011,5,Second Class,64.704,6,0.2,12.94,69.56,-4.8528
Logan Currie,Consumer,East,Pennsylvania,Philadelphia,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,2011-09-09,9,2011,2011-09-14,9,2011,5,Second Class,17.472,3,0.2,3.49,12.45,5.0232
Logan Currie,Consumer,East,Pennsylvania,Philadelphia,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,2011-09-09,9,2011,2011-09-14,9,2011,5,Second Class,135.516,1,0.4,54.21,167.14,-31.6204
Nora Preis,Consumer,West,Colorado,Denver,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,2014-06-27,6,2014,2014-07-01,7,2014,4,Standard Class,431.928,9,0.2,86.39,367.14,64.7892
Randy Bradley,Consumer,East,Pennsylvania,Philadelphia,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,2011-11-17,11,2011,2011-11-24,11,2011,7,Standard Class,12.448,2,0.2,2.49,8.56,3.89
Randy Bradley,Consumer,East,Pennsylvania,Philadelphia,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,2011-11-17,11,2011,2011-11-24,11,2011,7,Standard Class,657.93,5,0.3,197.38,751.92,-93.99
Tracy Hopkins,Home Office,East,Maryland,Columbia,Xerox 1888,Office Supplies,Paper,2014-08-22,8,2014,2014-08-28,8,2014,6,Standard Class,277.4,5,0.0,0.0,144.25,133.152
Tracy Hopkins,Home Office,East,Maryland,Columbia,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,2014-08-22,8,2014,2014-08-28,8,2014,6,Standard Class,25.16,2,0.0,0.0,16.61,8.5544
Tracy Hopkins,Home Office,East,Maryland,Columbia,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,2014-08-22,8,2014,2014-08-28,8,2014,6,Standard Class,91.92,4,0.0,0.0,60.67,31.2528
Clytie Kelty,Consumer,East,New York,New York City,Staples,Office Supplies,Envelopes,2013-03-13,3,2013,2013-03-17,3,2013,4,Second Class,29.34,3,0.0,0.0,15.84,13.4964
Shui Tom,Consumer,East,New York,New York City,Avery Arch Ring Binders,Office Supplies,Binders,2011-09-23,9,2011,2011-09-28,9,2011,5,Second Class,139.44,3,0.2,27.89,92.38,47.061
George Bell,Corporate,East,Ohio,Newark,Avery File Folder Labels,Office Supplies,Labels,2011-04-28,4,2011,2011-05-03,5,2011,5,Standard Class,6.912,3,0.2,1.38,4.41,2.5056
George Bell,Corporate,East,Ohio,Newark,X-Rack File for Hanging Folders,Office Supplies,Storage,2011-04-28,4,2011,2011-05-03,5,2011,5,Standard Class,27.096,3,0.2,5.42,25.06,2.0322
George Bell,Corporate,East,Ohio,Newark,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,2011-04-28,4,2011,2011-05-03,5,2011,5,Standard Class,177.568,2,0.2,35.51,215.3,-37.7332
Nick Crebassa,Corporate,Central,Texas,Dallas,Memorex Micro Travel Drive 32 GB,Technology,Accessories,2013-11-30,11,2013,2013-12-02,12,2013,2,Second Class,58.416,2,0.2,11.68,41.62,16.7946
Alejandro Ballentine,Home Office,East,Pennsylvania,Philadelphia,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,2012-12-03,12,2012,2012-12-08,12,2012,5,Standard Class,16.448,2,0.2,3.29,10.9,5.5512
Alejandro Ballentine,Home Office,East,Pennsylvania,Philadelphia,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,2012-12-03,12,2012,2012-12-08,12,2012,5,Standard Class,36.784,2,0.2,7.36,26.21,10.5754
Stewart Carmichael,Corporate,Central,Texas,San Antonio,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,2014-11-20,11,2014,2014-11-22,11,2014,2,First Class,718.116,6,0.3,215.43,789.93,-71.8116
Stewart Carmichael,Corporate,Central,Texas,San Antonio,Peel-Off China Markers,Office Supplies,Art,2014-11-20,11,2014,2014-11-22,11,2014,2,First Class,31.776,4,0.2,6.36,23.04,8.7384
Jasper Cacioppo,Consumer,East,Pennsylvania,Philadelphia,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,2013-09-06,9,2013,2013-09-10,9,2013,4,Standard Class,9.555,5,0.7,6.69,16.88,-7.3255
Ralph Arnett,Consumer,West,California,Los Angeles,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,2014-09-05,9,2014,2014-09-09,9,2014,4,Standard Class,487.984,2,0.2,97.6,335.49,152.495
Ralph Arnett,Consumer,West,California,Los Angeles,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,2014-09-05,9,2014,2014-09-09,9,2014,4,Standard Class,5.56,1,0.2,1.11,3.82,1.7375
Ralph Arnett,Consumer,West,California,Los Angeles,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,2014-09-05,9,2014,2014-09-09,9,2014,4,Standard Class,217.85,5,0.0,0.0,152.5,65.355
Sally Hughsby,Corporate,South,Tennessee,Smyrna,Berol Giant Pencil Sharpener,Office Supplies,Art,2013-09-23,9,2013,2013-09-30,9,2013,7,Standard Class,40.776,3,0.2,8.16,36.19,4.5873
Sally Hughsby,Corporate,South,Tennessee,Smyrna,PayAnywhere Card Reader,Technology,Phones,2013-09-23,9,2013,2013-09-30,9,2013,7,Standard Class,63.936,8,0.2,12.79,58.34,5.5944
John Castell,Consumer,South,Georgia,Macon,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,2011-09-14,9,2011,2011-09-19,9,2011,5,Standard Class,142.4,5,0.0,0.0,89.71,52.688
John Castell,Consumer,South,Georgia,Macon,Avery Poly Binder Pockets,Office Supplies,Binders,2011-09-14,9,2011,2011-09-19,9,2011,5,Standard Class,7.16,2,0.0,0.0,3.72,3.4368
Becky Castell,Home Office,West,California,San Francisco,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,2014-05-20,5,2014,2014-05-22,5,2014,2,Second Class,681.408,12,0.2,136.28,638.82,42.588
Becky Castell,Home Office,West,California,San Francisco,Newell 310,Office Supplies,Art,2014-05-20,5,2014,2014-05-22,5,2014,2,Second Class,3.52,2,0.0,0.0,2.5,1.0208
Becky Castell,Home Office,West,California,San Francisco,Newell 314,Office Supplies,Art,2014-05-20,5,2014,2014-05-22,5,2014,2,Second Class,5.58,1,0.0,0.0,4.19,1.395
Becky Castell,Home Office,West,California,San Francisco,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,2014-05-20,5,2014,2014-05-22,5,2014,2,Second Class,36.32,1,0.0,0.0,25.42,10.896
Joseph Holt,Consumer,West,Washington,Seattle,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,2011-08-09,8,2011,2011-08-13,8,2011,4,Standard Class,2060.744,7,0.2,412.15,1416.76,643.9825
Corey Catlett,Corporate,East,Ohio,Columbus,Holmes HEPA Air Purifier,Office Supplies,Appliances,2014-11-27,11,2014,2014-12-01,12,2014,4,Standard Class,52.272,3,0.2,10.45,42.47,9.801
Corey Catlett,Corporate,East,Ohio,Columbus,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,2014-11-27,11,2014,2014-12-01,12,2014,4,Standard Class,213.136,7,0.2,42.63,189.16,23.9778
Darren Budd,Corporate,West,California,Los Angeles,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,2014-05-04,5,2014,2014-05-09,5,2014,5,Second Class,69.52,2,0.0,0.0,50.05,19.4656
Darren Budd,Corporate,West,California,Los Angeles,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,2014-05-04,5,2014,2014-05-09,5,2014,5,Second Class,763.44,8,0.0,0.0,717.63,45.8064
Paul Prost,Home Office,East,Ohio,Springfield,Avery File Folder Labels,Office Supplies,Labels,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,9.216,4,0.2,1.84,5.88,3.3408
Paul Prost,Home Office,East,Ohio,Springfield,Square Credit Card Reader,Technology,Phones,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,41.958,7,0.4,16.78,51.75,-9.7902
Paul Prost,Home Office,East,Ohio,Springfield,Xerox 1882,Office Supplies,Paper,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,89.568,2,0.2,17.91,57.1,32.4684
Paul Prost,Home Office,East,Ohio,Springfield,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,22.248,3,0.2,4.45,14.74,7.5087
Paul Prost,Home Office,East,Ohio,Springfield,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,334.88,4,0.2,66.98,305.58,29.302
Paul Prost,Home Office,East,Ohio,Springfield,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,148.288,7,0.2,29.66,118.63,29.6576
Paul Prost,Home Office,East,Ohio,Springfield,Xerox 1924,Office Supplies,Paper,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,4.624,1,0.2,0.92,2.95,1.6762
Paul Prost,Home Office,East,Ohio,Springfield,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,178.92,7,0.2,35.78,207.99,-29.0745
Paul Prost,Home Office,East,Ohio,Springfield,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,2013-11-11,11,2013,2013-11-15,11,2013,4,Standard Class,69.888,7,0.7,48.92,116.48,-46.592
Michael Chen,Consumer,West,California,Los Angeles,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,2011-12-20,12,2011,2011-12-23,12,2011,3,Second Class,487.984,2,0.2,97.6,335.49,152.495
Michael Chen,Consumer,West,California,Los Angeles,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,2011-12-20,12,2011,2011-12-23,12,2011,3,Second Class,47.3,2,0.0,0.0,35.0,12.298
Michael Chen,Consumer,West,California,Los Angeles,Newell 31,Office Supplies,Art,2011-12-20,12,2011,2011-12-23,12,2011,3,Second Class,4.13,1,0.0,0.0,2.97,1.1564
Michael Chen,Consumer,West,California,Los Angeles,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,2011-12-20,12,2011,2011-12-23,12,2011,3,Second Class,155.12,5,0.2,31.02,104.71,50.414
Vicky Freymann,Home Office,West,California,Los Angeles,Xerox 1966,Office Supplies,Paper,2011-07-25,7,2011,2011-07-27,7,2011,2,Second Class,6.48,1,0.0,0.0,3.3,3.1752
Vicky Freymann,Home Office,West,California,Los Angeles,Acme Kleen Earth Office Shears,Office Supplies,Supplies,2011-07-25,7,2011,2011-07-27,7,2011,2,Second Class,15.52,4,0.0,0.0,11.02,4.5008
Marc Crier,Consumer,South,Tennessee,Memphis,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,2012-11-22,11,2012,2012-11-27,11,2012,5,Standard Class,2.946,2,0.7,2.06,5.01,-2.0622
Marc Crier,Consumer,South,Tennessee,Memphis,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,2012-11-22,11,2012,2012-11-27,11,2012,5,Standard Class,55.104,6,0.2,11.02,36.51,18.5976
Dean Braden,Consumer,Central,Michigan,Detroit,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,2014-12-10,12,2014,2014-12-12,12,2014,2,Second Class,104.88,6,0.0,0.0,62.93,41.952
Dean Braden,Consumer,Central,Michigan,Detroit,BIC Liqua Brite Liner,Office Supplies,Art,2014-12-10,12,2014,2014-12-12,12,2014,2,Second Class,34.7,5,0.0,0.0,22.21,12.492
Dean Braden,Consumer,Central,Michigan,Detroit,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,2014-12-10,12,2014,2014-12-12,12,2014,2,Second Class,33.72,4,0.0,0.0,18.21,15.5112
Dean Braden,Consumer,Central,Michigan,Detroit,Staples,Office Supplies,Paper,2014-12-10,12,2014,2014-12-12,12,2014,2,Second Class,14.94,3,0.0,0.0,7.92,7.0218
Ashley Jarboe,Consumer,Central,Indiana,Lawrence,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,2014-09-01,9,2014,2014-09-06,9,2014,5,Standard Class,638.73,9,0.0,0.0,472.66,166.0698
Christine Phan,Corporate,South,Florida,Jacksonville,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,2014-04-25,4,2014,2014-05-01,5,2014,6,Standard Class,113.568,2,0.2,22.71,134.86,-21.294
Dorothy Badders,Corporate,East,Ohio,Dublin,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,2014-09-09,9,2014,2014-09-15,9,2014,6,Standard Class,9.096,1,0.2,1.82,7.39,1.7055
Edward Becker,Corporate,South,Florida,Plantation,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,2012-03-12,3,2012,2012-03-17,3,2012,5,Standard Class,8.688,3,0.2,1.74,5.76,2.9322
Edward Becker,Corporate,South,Florida,Plantation,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,2012-03-12,3,2012,2012-03-17,3,2012,5,Standard Class,30.88,4,0.2,6.18,27.02,3.86
Edward Becker,Corporate,South,Florida,Plantation,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,2012-03-12,3,2012,2012-03-17,3,2012,5,Standard Class,6.408,3,0.2,1.28,4.97,1.4418
Jennifer Patt,Corporate,West,Arizona,Glendale,"Elite 5"" Scissors",Office Supplies,Supplies,2013-07-19,7,2013,2013-07-24,7,2013,5,Standard Class,33.8,5,0.2,6.76,29.57,4.225
Sample Company A,Home Office,Central,Michigan,Jackson,Ooma Telo VoIP Home Phone System,Technology,Phones,2013-06-14,6,2013,2013-06-16,6,2013,2,Second Class,377.97,3,0.0,0.0,283.48,94.4925
Frank Merwin,Home Office,East,Massachusetts,Quincy,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Accessories,2014-07-04,7,2014,2014-07-10,7,2014,6,Standard Class,258.9,10,0.0,0.0,165.7,93.204
Frank Merwin,Home Office,East,Massachusetts,Quincy,Xerox 1881,Office Supplies,Paper,2014-07-04,7,2014,2014-07-10,7,2014,6,Standard Class,24.56,2,0.0,0.0,13.02,11.5432
Tim Brockman,Consumer,West,Oregon,Salem,Avery 499,Office Supplies,Labels,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,27.888,7,0.2,5.58,18.82,9.0636
Tim Brockman,Consumer,West,Oregon,Salem,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,6.456,4,0.7,4.52,10.98,-4.5192
Tim Brockman,Consumer,West,Oregon,Salem,Samsung HM1900 Bluetooth Headset,Technology,Phones,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,52.68,3,0.2,10.54,32.92,19.755
Tim Brockman,Consumer,West,Oregon,Salem,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,13.88,5,0.2,2.78,16.48,-2.6025
Tim Brockman,Consumer,West,Oregon,Salem,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,103.92,10,0.2,20.78,122.11,-18.186
Tim Brockman,Consumer,West,Oregon,Salem,Avery 492,Office Supplies,Labels,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,11.52,5,0.2,2.3,7.78,3.744
Tim Brockman,Consumer,West,Oregon,Salem,Xerox 232,Office Supplies,Paper,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,10.368,2,0.2,2.07,6.74,3.6288
Tim Brockman,Consumer,West,Oregon,Salem,Adjustable Personal File Tote,Office Supplies,Storage,2011-12-08,12,2011,2011-12-13,12,2011,5,Standard Class,39.072,3,0.2,7.81,36.14,2.9304
